trait,exp,vis,vrank,null,negp,pip,hit,q,top
Body mass index,BRAIN,0.4804488,4,0.1069182389937107,22,0.4441227310841563,0,Q4,1
Body mass index,BRAIN,1.3954374,1,0.1069182389937107,22,0.4178708066137296,1,Q4,1
Body mass index,BRAIN,-0.63832444,9,0.1069182389937107,21,0.4417633022002362,0,Q1,0
Body mass index,BRAIN,0.42631245,1,0.1069182389937107,21,0.2058457226895642,1,Q4,1
Body mass index,BRAIN,-0.30634934,5,0.1069182389937107,21,0.1878645564588392,0,Q2,0
Body mass index,BRAIN,0.01625533,2,0.1069182389937107,20,0.8852187903549714,0,Q3,1
Body mass index,BRAIN,-0.39602146,2,0.1069182389937107,20,0.1384579020285561,0,Q2,0
Body mass index,BRAIN,-0.21941742,2,0.1069182389937107,20,0.1533076720836637,0,Q3,0
Body mass index,BRAIN,-0.49918762,1,0.1069182389937107,20,0.5483501678157969,1,Q1,0
Body mass index,BRAIN,-0.5941209,9,0.1069182389937107,19,0.0734194785620266,0,Q1,0
Body mass index,BRAIN,-0.5662665,6,0.1069182389937107,19,0.5087325584647523,0,Q1,0
Body mass index,BRAIN,0.5133104,2,0.1069182389937107,19,0.5963114756082694,0,Q4,1
Body mass index,BRAIN,-0.18659797,5,0.1069182389937107,19,0.2233951053120761,0,Q3,0
Body mass index,BRAIN,-0.48440704,9,0.1069182389937107,19,0.754337836313687,0,Q1,0
Body mass index,BRAIN,0.3777793,1,0.1069182389937107,19,0.0647710843216071,1,Q3,1
Body mass index,BRAIN,2.0092955,7,0.1069182389937107,19,0.2815049751463526,0,Q4,1
Body mass index,BRAIN,-0.36262706,4,0.1069182389937107,19,0.0130477182636157,0,Q2,0
Body mass index,BRAIN,-0.44352457,10,0.1069182389937107,18,0.457570034154711,0,Q2,0
Body mass index,BRAIN,-0.56471294,7,0.1069182389937107,18,0.1783764900656288,0,Q1,0
Body mass index,BRAIN,-0.55031353,5,0.1069182389937107,18,0.2018306616725844,0,Q1,0
Body mass index,BRAIN,1.4059851,9,0.1069182389937107,18,0.0423761128101389,0,Q4,1
Body mass index,BRAIN,-0.012045102,6,0.1069182389937107,17,0.0460985074140182,0,Q3,1
Body mass index,BRAIN,-0.27173448,5,0.1069182389937107,17,0.2572782405122991,0,Q2,0
Body mass index,BRAIN,0.040588904,1,0.1069182389937107,17,0.2010623900792485,1,Q3,1
Body mass index,BRAIN,0.7757983,6,0.1069182389937107,17,0.0494312851301907,0,Q4,1
Body mass index,BRAIN,-0.64299417,9,0.1069182389937107,17,0.1421166270355579,0,Q1,0
Body mass index,BRAIN,-0.49930838,7,0.1069182389937107,17,0.180783754216937,0,Q1,0
Body mass index,BRAIN,-0.12501806,9,0.1069182389937107,17,0.2175703189842646,0,Q3,0
Body mass index,BRAIN,-0.33709282,5,0.1069182389937107,17,0.2421856270148008,0,Q2,0
Body mass index,BRAIN,-0.06749372,7,0.1069182389937107,17,0.5934164714112167,0,Q3,0
Body mass index,BRAIN,-0.55549777,10,0.1069182389937107,17,0.0488084134291899,0,Q1,0
Body mass index,BRAIN,-0.54610157,6,0.1069182389937107,17,0.0977778471056847,0,Q1,0
Body mass index,BRAIN,0.16880731,11,0.1069182389937107,16,0.5050175513404818,0,Q3,1
Body mass index,BRAIN,-0.58561844,9,0.1069182389937107,16,0.0345029517554503,0,Q1,0
Body mass index,BRAIN,-0.4328735,9,0.1069182389937107,16,0.5823383963935918,0,Q2,0
Body mass index,BRAIN,-0.5058115,6,0.1069182389937107,16,0.0441061042050552,0,Q1,0
Body mass index,BRAIN,-0.36434028,1,0.1069182389937107,16,0.5422394630797562,1,Q2,0
Body mass index,BRAIN,0.68481004,4,0.1069182389937107,16,0.3478814351093637,0,Q4,1
Body mass index,BRAIN,-0.5465692,6,0.1069182389937107,16,0.2908229548489219,0,Q1,0
Body mass index,BRAIN,-0.31314352,1,0.1069182389937107,16,0.2138370073224687,1,Q2,0
Body mass index,BRAIN,-0.23131567,5,0.1069182389937107,15,0.1808928210053678,0,Q3,0
Body mass index,BRAIN,0.3978347,4,0.1069182389937107,15,0.9308470541445112,0,Q4,1
Body mass index,BRAIN,0.20181371,3,0.1069182389937107,15,0.3106710124483754,0,Q3,1
Body mass index,BRAIN,0.24667981,9,0.1069182389937107,15,0.3510995167133128,0,Q3,1
Body mass index,BRAIN,-0.5243711,6,0.1069182389937107,15,0.302206336287813,0,Q1,0
Body mass index,BRAIN,-0.49519914,11,0.1069182389937107,15,0.3525722743115363,0,Q1,0
Body mass index,BRAIN,-0.36390102,5,0.1069182389937107,15,0.0192129883402606,0,Q2,0
Body mass index,BRAIN,0.5525636,8,0.1069182389937107,15,0.1571903444963811,0,Q4,1
Body mass index,BRAIN,2.2494342,6,0.1069182389937107,15,0.3793246392398465,0,Q4,1
Body mass index,BRAIN,-0.18162555,8,0.1069182389937107,15,0.2651116250022456,0,Q3,0
Body mass index,BRAIN,-0.4324681,6,0.1069182389937107,14,0.5020463201229833,0,Q2,0
Body mass index,BRAIN,-0.4940116,11,0.1069182389937107,14,0.8587029141261646,0,Q1,0
Body mass index,BRAIN,-0.56406,10,0.1069182389937107,14,0.328578603549486,0,Q1,0
Body mass index,BRAIN,-0.52374214,2,0.1069182389937107,14,0.1170825863205181,0,Q1,0
Body mass index,BRAIN,-0.47524095,9,0.1069182389937107,14,0.0839235829174068,0,Q1,0
Body mass index,BRAIN,-0.3374382,1,0.1069182389937107,14,0.1921063099793849,1,Q2,0
Body mass index,BRAIN,-0.42758223,8,0.1069182389937107,14,0.1958159402593048,0,Q2,0
Body mass index,BRAIN,-0.49313354,4,0.1069182389937107,14,0.8751418697266847,0,Q1,0
Body mass index,BRAIN,-0.30575314,1,0.1069182389937107,14,0.1235483699244362,1,Q2,0
Body mass index,BRAIN,-0.63059133,4,0.1069182389937107,14,0.8507869890069472,0,Q1,0
Body mass index,BRAIN,-0.19022448,1,0.1069182389937107,14,0.1891629329366283,1,Q3,0
Body mass index,BRAIN,-0.5519531,3,0.1069182389937107,14,0.3854264380447151,0,Q1,0
Body mass index,BRAIN,0.2439524,8,0.1069182389937107,14,0.0891123869976621,0,Q3,1
Body mass index,BRAIN,-0.19443882,1,0.1069182389937107,14,0.5415749694995977,1,Q3,0
Body mass index,BRAIN,-0.5391976,8,0.1069182389937107,14,0.0129299457192738,0,Q1,0
Body mass index,BRAIN,-0.35406533,1,0.1069182389937107,14,0.3200716115659009,1,Q2,0
Body mass index,BRAIN,-0.3040402,9,0.1069182389937107,14,0.0601751092056755,0,Q2,0
Body mass index,BRAIN,-0.37482986,1,0.1069182389937107,14,0.2352411199772087,1,Q2,0
Body mass index,BRAIN,-0.3676412,8,0.1069182389937107,14,0.3953158615621412,0,Q2,0
Body mass index,BRAIN,-0.4117608,1,0.1069182389937107,14,0.2947061300501079,1,Q2,0
Body mass index,BRAIN,2.4709702,2,0.1069182389937107,13,0.1344679365596851,0,Q4,1
Body mass index,BRAIN,-0.5372783,9,0.1069182389937107,13,0.1509140997720166,0,Q1,0
Body mass index,BRAIN,18.266172,3,0.1069182389937107,13,0.9628368643576544,0,Q4,1
Body mass index,BRAIN,-0.18858176,10,0.1069182389937107,13,0.5648519824950211,0,Q3,0
Body mass index,BRAIN,1.2289544,9,0.1069182389937107,13,0.2711445081011587,0,Q4,1
Body mass index,BRAIN,0.059324834,9,0.1069182389937107,13,0.8147920390561773,0,Q3,1
Body mass index,BRAIN,-0.4754469,9,0.1069182389937107,13,0.9866686030468618,0,Q1,0
Body mass index,BRAIN,-0.5495008,9,0.1069182389937107,13,0.031967752708934,0,Q1,0
Body mass index,BRAIN,0.34508047,9,0.1069182389937107,13,0.2559374338802358,0,Q3,1
Body mass index,BRAIN,-0.6239371,8,0.1069182389937107,13,0.1958324212149034,0,Q1,0
Body mass index,BRAIN,-0.64935845,7,0.1069182389937107,13,0.1076359158117101,0,Q1,0
Body mass index,BRAIN,-0.3316569,6,0.1069182389937107,13,0.1175675727736908,0,Q2,0
Body mass index,BRAIN,0.14115642,1,0.1069182389937107,13,0.1855300283746045,1,Q3,1
Body mass index,BRAIN,-0.41116673,10,0.1069182389937107,13,0.2977849355007429,0,Q2,0
Body mass index,BRAIN,2.0809045,9,0.1069182389937107,13,0.0820115794488448,0,Q4,1
Body mass index,BRAIN,-0.6080888,10,0.1069182389937107,13,0.9428090219856132,0,Q1,0
Body mass index,BRAIN,-0.034417115,10,0.1069182389937107,13,0.0128591411326532,0,Q3,0
Body mass index,BRAIN,-0.33747417,2,0.1069182389937107,13,0.6032284296957361,0,Q2,0
Body mass index,BRAIN,-0.5527833,4,0.1069182389937107,13,0.0865113299279945,0,Q1,0
Body mass index,BRAIN,-0.66146195,7,0.1069182389937107,13,0.2116580625386193,0,Q1,0
Body mass index,BRAIN,-0.6016081,10,0.1069182389937107,13,0.2678780954292291,0,Q1,0
Body mass index,BRAIN,-0.42245147,7,0.1069182389937107,13,0.4458536763063747,0,Q2,0
Body mass index,BRAIN,-0.49645823,2,0.1069182389937107,13,0.6232623978764843,0,Q1,0
Body mass index,BRAIN,-0.24712181,2,0.1069182389937107,13,0.0306701553047529,0,Q2,0
Body mass index,BRAIN,-0.13313897,3,0.1069182389937107,13,0.3152305816530368,0,Q3,0
Body mass index,BRAIN,0.1417192,5,0.1069182389937107,13,0.1857666682904585,0,Q3,1
Body mass index,BRAIN,-0.27736,11,0.1069182389937107,13,0.0446643658502043,0,Q2,0
Body mass index,BRAIN,-0.014368947,5,0.1069182389937107,13,0.2555641306722216,0,Q3,0
Body mass index,BRAIN,-0.5183635,4,0.1069182389937107,13,0.0697483303958822,0,Q1,0
Body mass index,BRAIN,-0.59595466,3,0.1069182389937107,13,0.1166454102068471,0,Q1,0
Body mass index,BRAIN,-0.34295484,1,0.1069182389937107,13,0.0477087870765804,1,Q2,0
Body mass index,BRAIN,-0.060978424,3,0.1069182389937107,12,0.2058164543086569,0,Q3,0
Body mass index,BRAIN,-0.46243718,7,0.1069182389937107,12,0.0551860492999829,0,Q2,0
Body mass index,BRAIN,-0.41735503,9,0.1069182389937107,12,0.1464547799048926,0,Q2,0
Body mass index,BRAIN,0.14979212,3,0.1069182389937107,12,0.4973801294425103,0,Q3,1
Body mass index,BRAIN,-0.6560701,9,0.1069182389937107,12,0.0568322825304737,0,Q1,0
Body mass index,BRAIN,-0.56083035,8,0.1069182389937107,12,0.7024958254796564,0,Q1,0
Body mass index,BRAIN,-0.21088636,7,0.1069182389937107,12,0.6803502804911465,0,Q3,0
Body mass index,BRAIN,-0.22618411,10,0.1069182389937107,12,0.1820304054371295,0,Q3,0
Body mass index,BRAIN,-0.47618693,9,0.1069182389937107,12,0.0316157270948258,0,Q1,0
Body mass index,BRAIN,-0.19558574,9,0.1069182389937107,12,0.0345559847840048,0,Q3,0
Body mass index,BRAIN,-0.28926373,6,0.1069182389937107,12,0.2625579303901625,0,Q2,0
Body mass index,BRAIN,-0.3852211,1,0.1069182389937107,12,0.0932456217944136,1,Q2,0
Body mass index,BRAIN,-0.38848028,10,0.1069182389937107,12,0.1617301776239505,0,Q2,0
Body mass index,BRAIN,-0.42101586,8,0.1069182389937107,12,0.0140821379345598,0,Q2,0
Body mass index,BRAIN,-0.6408027,10,0.1069182389937107,12,0.172867483905261,0,Q1,0
Body mass index,BRAIN,-0.53061426,5,0.1069182389937107,12,0.0595530833702031,0,Q1,0
Body mass index,BRAIN,-0.61455935,11,0.1069182389937107,12,0.8605065073231327,0,Q1,0
Cognitive ability / education,BRAIN,-0.2505286,2,0.1069182389937107,25,0.4189812700149493,0,Q2,0
Cognitive ability / education,BRAIN,-0.6046136,6,0.1069182389937107,21,0.0408090156243363,0,Q1,0
Cognitive ability / education,BRAIN,-0.1380724,1,0.1069182389937107,20,0.2336553482465977,1,Q3,0
Cognitive ability / education,BRAIN,-0.4232287,8,0.1069182389937107,17,0.0663582273512277,0,Q2,0
Cognitive ability / education,BRAIN,-0.71446365,11,0.1069182389937107,17,0.0252170764946042,0,Q1,0
Cognitive ability / education,BRAIN,0.12207857,11,0.1069182389937107,16,0.6695205508167046,0,Q3,1
Cognitive ability / education,BRAIN,-0.5907899,9,0.1069182389937107,16,0.3578064218317867,0,Q1,0
Cognitive ability / education,BRAIN,-0.26821068,4,0.1069182389937107,16,0.5446366085824887,0,Q2,0
Cognitive ability / education,BRAIN,-0.56409734,5,0.1069182389937107,15,0.1413528837524752,0,Q1,0
Cognitive ability / education,BRAIN,-0.4758789,4,0.1069182389937107,15,0.0295534596746031,0,Q1,0
Cognitive ability / education,BRAIN,-0.08006786,5,0.1069182389937107,15,0.0244497362293682,0,Q3,0
Cognitive ability / education,BRAIN,0.888447,8,0.1069182389937107,15,0.1011728969784905,0,Q4,1
Cognitive ability / education,BRAIN,-0.44230494,9,0.1069182389937107,15,0.3297721497689007,0,Q2,0
Cognitive ability / education,BRAIN,-0.3177486,7,0.1069182389937107,15,0.5242247029413091,0,Q2,0
Cognitive ability / education,BRAIN,0.033263072,1,0.1069182389937107,15,0.2144992819964971,1,Q3,1
Cognitive ability / education,BRAIN,-0.14103018,2,0.1069182389937107,15,0.0621407556271211,0,Q3,0
Cognitive ability / education,BRAIN,-0.24189177,3,0.1069182389937107,15,0.0635978872115531,0,Q2,0
Cognitive ability / education,BRAIN,-0.6026279,8,0.1069182389937107,15,0.2705150851895051,0,Q1,0
Cognitive ability / education,BRAIN,-0.074022904,3,0.1069182389937107,14,0.1122474242432152,0,Q3,1
Cognitive ability / education,BRAIN,0.6220411,5,0.1069182389937107,14,0.138078673653467,0,Q4,1
Cognitive ability / education,BRAIN,1.214642,5,0.1069182389937107,14,0.6151280962080896,0,Q4,1
Cognitive ability / education,BRAIN,-0.51563495,4,0.1069182389937107,14,0.9933854242713996,0,Q1,0
Cognitive ability / education,BRAIN,0.44789916,3,0.1069182389937107,13,0.0573259757481859,0,Q4,1
Cognitive ability / education,BRAIN,-0.1969002,2,0.1069182389937107,13,0.1343907334612097,0,Q3,0
Cognitive ability / education,BRAIN,-0.3030081,8,0.1069182389937107,13,0.1144133427921459,0,Q2,0
Cognitive ability / education,BRAIN,-0.45981932,6,0.1069182389937107,13,0.0513946714613649,0,Q2,0
Cognitive ability / education,BRAIN,0.47303912,3,0.1069182389937107,13,0.1269358790632887,0,Q4,1
Cognitive ability / education,BRAIN,0.9665193,1,0.1069182389937107,13,0.5299810714893598,1,Q4,1
Cognitive ability / education,BRAIN,-0.649184,7,0.1069182389937107,13,0.0192978327368938,0,Q1,0
Cognitive ability / education,BRAIN,-0.43094668,2,0.1069182389937107,13,0.1886938808888715,0,Q2,0
Cognitive ability / education,BRAIN,-0.5671407,5,0.1069182389937107,13,0.1191409351368991,0,Q1,0
Cognitive ability / education,BRAIN,-0.6300125,3,0.1069182389937107,13,0.3456681000199192,0,Q1,0
Cognitive ability / education,BRAIN,-0.5358651,7,0.1069182389937107,13,0.431134030226781,0,Q1,0
Cognitive ability / education,BRAIN,0.8260212,3,0.1069182389937107,13,0.9818346182177036,0,Q4,1
Cognitive ability / education,BRAIN,-0.12342447,8,0.1069182389937107,13,0.1782139209710933,0,Q3,0
Cognitive ability / education,BRAIN,-0.276757,6,0.1069182389937107,12,0.0624576903220014,0,Q2,0
Cognitive ability / education,BRAIN,-0.4895487,4,0.1069182389937107,12,0.0459455936012977,0,Q1,0
Cognitive ability / education,BRAIN,0.3082114,7,0.1069182389937107,12,0.7004613789316017,0,Q3,1
Cognitive ability / education,BRAIN,0.1515142,9,0.1069182389937107,12,0.570803214046291,0,Q3,1
Cognitive ability / education,BRAIN,-0.5801293,7,0.1069182389937107,12,0.0954383101672994,0,Q1,0
Cognitive ability / education,BRAIN,-0.20352672,3,0.1069182389937107,12,0.1230403858423687,0,Q3,0
Cognitive ability / education,BRAIN,0.71545976,10,0.1069182389937107,12,0.5074226772994976,0,Q4,1
Cognitive ability / education,BRAIN,-0.46548,1,0.1069182389937107,12,0.6610009894955506,1,Q2,0
Cognitive ability / education,BRAIN,0.34749854,5,0.1069182389937107,12,0.1641508222279588,0,Q3,1
Cognitive ability / education,BRAIN,-0.27885985,4,0.1069182389937107,12,0.1283946629662859,0,Q2,0
Cognitive ability / education,BRAIN,-0.085471846,1,0.1069182389937107,12,0.0342698649281284,1,Q3,0
Cognitive ability / education,BRAIN,-0.4738315,10,0.1069182389937107,12,0.2221051983444771,0,Q1,0
Cognitive ability / education,BRAIN,-0.48931006,4,0.1069182389937107,12,0.0455706185061328,0,Q1,0
Cognitive ability / education,BRAIN,-0.07970263,7,0.1069182389937107,12,0.0257563788510629,0,Q3,1
Cognitive ability / education,BRAIN,0.70999575,2,0.1069182389937107,12,0.0494920656705553,0,Q4,1
Cognitive ability / education,BRAIN,-0.1910379,10,0.1069182389937107,12,1.0,0,Q3,0
Cognitive ability / education,BRAIN,-0.3486265,1,0.1069182389937107,12,0.4695254847807942,1,Q2,0
Cognitive ability / education,BRAIN,-0.4554645,7,0.1069182389937107,12,0.9608420585260322,0,Q2,0
Cognitive ability / education,BRAIN,-0.44814456,9,0.1069182389937107,11,0.114885174468583,0,Q2,0
Cognitive ability / education,BRAIN,-0.21356526,10,0.1069182389937107,11,0.2647919539925272,0,Q3,0
Cognitive ability / education,BRAIN,-0.6914417,8,0.1069182389937107,11,0.1274811822820929,0,Q1,0
Cognitive ability / education,BRAIN,-0.60151494,3,0.1069182389937107,11,0.5045201535861528,0,Q1,0
Cognitive ability / education,BRAIN,-0.57155406,5,0.1069182389937107,11,0.1141493473248743,0,Q1,0
Cognitive ability / education,BRAIN,-0.19095007,9,0.1069182389937107,11,0.158710790346786,0,Q3,0
Cognitive ability / education,BRAIN,0.05235294,6,0.1069182389937107,11,0.2156918711372793,0,Q3,1
Cognitive ability / education,BRAIN,-0.477603,8,0.1069182389937107,11,0.1885789612428628,0,Q1,0
Cognitive ability / education,BRAIN,-0.47478315,2,0.1069182389937107,11,0.0482584840716173,0,Q1,0
Cognitive ability / education,BRAIN,0.12609752,8,0.1069182389937107,11,0.085063104263006,0,Q3,1
Cognitive ability / education,BRAIN,-0.35414076,2,0.1069182389937107,11,0.0835016338635155,0,Q2,0
Cognitive ability / education,BRAIN,0.061306823,1,0.1069182389937107,11,0.0241392522360759,1,Q3,1
Cognitive ability / education,BRAIN,-0.3993627,8,0.1069182389937107,11,0.1504123201819549,0,Q2,0
Cognitive ability / education,BRAIN,-0.011404845,3,0.1069182389937107,11,0.0532479444045992,0,Q3,1
Cognitive ability / education,BRAIN,-0.46256724,10,0.1069182389937107,11,0.0556371203881924,0,Q2,0
Cognitive ability / education,BRAIN,-0.63329405,10,0.1069182389937107,11,0.5350141741448972,0,Q1,0
Cognitive ability / education,BRAIN,-0.42139888,7,0.1069182389937107,11,0.0319656576553258,0,Q2,0
Cognitive ability / education,BRAIN,-0.03915293,9,0.1069182389937107,11,0.3140805102769543,0,Q3,1
Cognitive ability / education,BRAIN,-0.1917406,6,0.1069182389937107,11,0.4086109506897851,0,Q3,0
Cognitive ability / education,BRAIN,-0.43836984,10,0.1069182389937107,11,0.0187897390440405,0,Q2,0
Cognitive ability / education,BRAIN,0.21149324,4,0.1069182389937107,11,0.4406737409835587,0,Q3,1
Cognitive ability / education,BRAIN,-0.60847265,7,0.1069182389937107,11,0.9614906212820412,0,Q1,0
Cognitive ability / education,BRAIN,-0.39854637,6,0.1069182389937107,11,0.2997919436622941,0,Q2,0
Cognitive ability / education,BRAIN,-0.4636741,1,0.1069182389937107,11,0.0861275093008534,1,Q2,0
Cognitive ability / education,BRAIN,0.9058969,1,0.1069182389937107,11,0.0569156384726128,1,Q4,1
Cognitive ability / education,BRAIN,0.0881992,11,0.1069182389937107,11,0.9473185364048378,0,Q3,1
Cognitive ability / education,BRAIN,-0.49006677,7,0.1069182389937107,11,0.1922552723661314,0,Q1,0
Cognitive ability / education,BRAIN,-0.68671936,9,0.1069182389937107,10,0.0241170887206483,0,Q1,0
Cognitive ability / education,BRAIN,16.112553,10,0.1069182389937107,10,0.0841736669407067,0,Q4,1
Cognitive ability / education,BRAIN,-0.3427677,8,0.1069182389937107,10,0.0665033270303312,0,Q2,0
Cognitive ability / education,BRAIN,-0.31469586,4,0.1069182389937107,10,0.104201147870462,0,Q2,0
Cognitive ability / education,BRAIN,-0.34026143,2,0.1069182389937107,10,0.5198904291688471,0,Q2,0
Cognitive ability / education,BRAIN,-0.04403039,10,0.1069182389937107,10,0.1290585172744771,0,Q3,1
Cognitive ability / education,BRAIN,0.39567378,4,0.1069182389937107,10,0.0590272168978874,0,Q4,1
Cognitive ability / education,BRAIN,-0.16080001,2,0.1069182389937107,10,0.0153968078976554,0,Q3,0
Cognitive ability / education,BRAIN,-0.1845175,10,0.1069182389937107,10,0.140329281695449,0,Q3,0
Cognitive ability / education,BRAIN,-0.32824597,8,0.1069182389937107,10,0.0425255662203743,0,Q2,0
Cognitive ability / education,BRAIN,-0.49803427,1,0.1069182389937107,10,0.2544155554685294,1,Q1,0
Cognitive ability / education,BRAIN,-0.5129443,9,0.1069182389937107,10,0.0149199930558115,0,Q1,0
Cognitive ability / education,BRAIN,-0.25970596,9,0.1069182389937107,10,0.052752728104095,0,Q2,0
Cognitive ability / education,BRAIN,-0.52715594,5,0.1069182389937107,10,0.0575974053979135,0,Q1,0
Cognitive ability / education,BRAIN,0.46313038,5,0.1069182389937107,10,0.6601285699772887,0,Q4,1
Cognitive ability / education,BRAIN,-0.111731514,2,0.1069182389937107,10,0.087499413775,0,Q3,0
Cognitive ability / education,BRAIN,-0.51468956,10,0.1069182389937107,10,0.2804519339907986,0,Q1,0
Cognitive ability / education,BRAIN,-0.41893083,3,0.1069182389937107,10,0.0317264082019588,0,Q2,0
Cognitive ability / education,BRAIN,-0.22335178,2,0.1069182389937107,10,1.0,0,Q3,0
Cognitive ability / education,BRAIN,-0.44513854,6,0.1069182389937107,10,0.0406824338333875,0,Q2,0
Cognitive ability / education,BRAIN,-0.5473201,5,0.1069182389937107,10,0.996201344806346,0,Q1,0
Cognitive ability / education,BRAIN,2.258708,1,0.1069182389937107,10,1.0,1,Q4,1
Cognitive ability / education,BRAIN,0.3011538,1,0.1069182389937107,10,0.294791146379462,1,Q3,1
Cognitive ability / education,BRAIN,-0.6324369,10,0.1069182389937107,10,0.0288235146292577,0,Q1,0
Cognitive ability / education,BRAIN,-0.22900823,3,0.1069182389937107,10,0.1911271583168123,0,Q3,0
Cognitive ability / education,BRAIN,-0.48612314,3,0.1069182389937107,10,0.3955235005111044,0,Q1,0
Cognitive ability / education,BRAIN,4.5752826,6,0.1069182389937107,10,0.1221461416945269,0,Q4,1
Cognitive ability / education,BRAIN,-0.67282516,7,0.1069182389937107,10,0.1820664093414856,0,Q1,0
Cognitive ability / education,BRAIN,-0.11429096,3,0.1069182389937107,10,0.0376437450902691,0,Q3,0
Cognitive ability / education,BRAIN,-0.48977888,11,0.1069182389937107,10,0.7859284049457234,0,Q1,0
Cognitive ability / education,BRAIN,-0.34727517,6,0.1069182389937107,9,0.4232908802824961,0,Q2,0
Cognitive ability / education,BRAIN,-0.50399405,8,0.1069182389937107,9,0.4125487534697256,0,Q1,0
Cognitive ability / education,BRAIN,-0.5246705,1,0.1069182389937107,9,0.0171593364953627,1,Q1,0
Cognitive ability / education,BRAIN,-0.56764066,9,0.1069182389937107,9,0.4664831334973994,0,Q1,0
Cognitive ability / education,BRAIN,-0.34012187,2,0.1069182389937107,9,0.8022908208320649,0,Q2,0
Cognitive ability / education,BRAIN,-0.54921114,8,0.1069182389937107,9,0.1418005575404004,0,Q1,0
Cognitive ability / education,BRAIN,-0.57386,9,0.1069182389937107,9,0.0112997838764415,0,Q1,0
Cognitive ability / education,BRAIN,-0.7211477,9,0.1069182389937107,9,0.1042761216393994,0,Q1,0
Cognitive ability / education,BRAIN,-0.35711306,8,0.1069182389937107,9,0.0590866531337533,0,Q2,0
Cognitive ability / education,BRAIN,-0.4989735,4,0.1069182389937107,9,0.0242587263848954,0,Q1,0
Cognitive ability / education,BRAIN,-0.41130883,2,0.1069182389937107,9,0.0603318655735453,0,Q2,0
Cognitive ability / education,BRAIN,-0.44685367,11,0.1069182389937107,9,0.0238655172405122,0,Q2,0
Cognitive ability / education,BRAIN,0.20108569,2,0.1069182389937107,9,0.3513380279191143,0,Q3,1
Cognitive ability / education,BRAIN,-0.4868771,1,0.1069182389937107,9,0.1548175927758087,1,Q1,0
Cognitive ability / education,BRAIN,0.024953615,11,0.1069182389937107,9,0.0115135016099503,0,Q3,1
Cognitive ability / education,BRAIN,-0.22017124,4,0.1069182389937107,9,0.1410757928545446,0,Q3,0
Cognitive ability / education,BRAIN,-0.4225487,5,0.1069182389937107,9,0.0286294078262408,0,Q2,0
Cognitive ability / education,BRAIN,-0.5869811,9,0.1069182389937107,9,0.0346052429181392,0,Q1,0
Cognitive ability / education,BRAIN,-0.066962235,1,0.1069182389937107,9,0.0362351736603544,1,Q3,1
Cognitive ability / education,BRAIN,-0.46206334,2,0.1069182389937107,9,0.5463850758397129,0,Q2,0
Cognitive ability / education,BRAIN,-0.341842,5,0.1069182389937107,9,0.1211937939278999,0,Q2,0
Cognitive ability / education,BRAIN,-0.19717918,11,0.1069182389937107,9,0.2548382742707801,0,Q3,0
Cognitive ability / education,BRAIN,-0.5849699,10,0.1069182389937107,9,0.0320975332695996,0,Q1,0
Cognitive ability / education,BRAIN,-0.6694944,8,0.1069182389937107,9,0.483727744654079,0,Q1,0
Cognitive ability / education,BRAIN,-0.20381448,1,0.1069182389937107,9,0.5484894574639261,1,Q3,0
Cognitive ability / education,BRAIN,-0.33371562,10,0.1069182389937107,9,0.2442179068546498,0,Q2,0
Cognitive ability / education,BRAIN,0.45692953,7,0.1069182389937107,9,0.0772545184967967,0,Q4,1
Cognitive ability / education,BRAIN,-0.2601269,4,0.1069182389937107,9,0.0203224566032911,0,Q2,0
Cognitive ability / education,BRAIN,-0.2928703,9,0.1069182389937107,9,0.3240275553241197,0,Q2,0
Cognitive ability / education,BRAIN,-0.5395414,3,0.1069182389937107,9,0.4626314841391041,0,Q1,0
Cognitive ability / education,BRAIN,-0.32459572,1,0.1069182389937107,9,0.597607048839662,1,Q2,0
Cognitive ability / education,BRAIN,-0.45889074,6,0.1069182389937107,9,0.2276282164749183,0,Q2,0
Cognitive ability / education,BRAIN,1.3885871,1,0.1069182389937107,9,0.0286056784621831,1,Q4,1
Cognitive ability / education,BRAIN,-0.62737846,9,0.1069182389937107,9,0.1462984964568023,0,Q1,0
Cognitive ability / education,BRAIN,3.400738,5,0.1069182389937107,9,1.0,0,Q4,1
Cognitive ability / education,BRAIN,-0.5081757,8,0.1069182389937107,9,0.042807302689563,0,Q1,0
Cognitive ability / education,BRAIN,2.3195229,11,0.1069182389937107,9,0.0234485895264648,0,Q4,1
Cognitive ability / education,BRAIN,-0.541958,2,0.1069182389937107,9,0.0696354622256126,0,Q1,0
Cognitive ability / education,BRAIN,-0.33086145,3,0.1069182389937107,9,0.196322619385108,0,Q2,0
Cognitive ability / education,BRAIN,-0.5976076,8,0.1069182389937107,9,0.1731282576302122,0,Q1,0
Lung function (FEV1/FVC),LUNG,-0.5797524,9,0.05345911949685535,226,0.3523807238582908,0,Q1,0
Lung function (FEV1/FVC),LUNG,-0.3553902,11,0.05345911949685535,205,0.9745943616127924,0,Q2,0
Lung function (FEV1/FVC),LUNG,0.37695712,3,0.05345911949685535,174,0.783506310464802,0,Q3,0
Lung function (FEV1/FVC),LUNG,0.28382674,5,0.05345911949685535,141,0.999999999483056,0,Q3,0
Lung function (FEV1/FVC),LUNG,-0.14412686,2,0.05345911949685535,131,0.973763249350935,0,Q3,0
Lung function (FEV1/FVC),LUNG,-0.5466635,6,0.05345911949685535,114,0.2556827015505831,0,Q1,0
